appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
4776668_763079,4776668,763079,3563,281,2026-06-28,Abdukodir Khusanov,FIWC,1,0,0,0,90
4776665_948294,4776665,948294,3437,1047,2026-06-28,Nico Paz,FIWC,0,0,0,0,61
4776667_225161,4776667,225161,3300,1114,2026-06-28,Rúben Neves,FIWC,0,0,0,0,45
4776666_905011,4776666,905011,3614,15,2026-06-28,Ibrahim Maza,FIWC,0,0,0,0,90
4776666_578391,4776666,578391,3614,281,2026-06-28,Rayan Aït-Nouri,FIWC,0,0,0,0,19
4776666_418659,4776666,418659,3614,244,2026-06-28,Amine Gouiri,FIWC,0,0,0,0,71
4776666_404950,4776666,404950,3383,23826,2026-06-28,Nicolas Seiwald,FIWC,0,0,0,0,90
4776666_223967,4776666,223967,3383,27,2026-06-28,Konrad Laimer,FIWC,0,0,0,1,90
4776665_844797,4776665,844797,3437,1023,2026-06-28,José Manuel López,FIWC,0,0,0,0,8
4776667_258004,4776667,258004,3300,281,2026-06-28,Rúben Dias,FIWC,0,0,0,0,90
4776665_742201,4776665,742201,3437,13,2026-06-28,Giuliano Simeone,FIWC,0,0,0,0,71
4776665_576024,4776665,576024,3437,13,2026-06-28,Julián Alvarez,FIWC,0,0,0,0,82
4776665_534033,4776665,534033,3437,31,2026-06-28,Alexis Mac Allister,FIWC,0,0,0,0,29
4776665_469781,4776665,469781,3437,989,2026-06-28,Marcos Senesi,FIWC,0,0,0,1,90
4776665_406625,4776665,406625,3437,46,2026-06-28,Lautaro Martínez,FIWC,0,0,1,0,60
4776665_401578,4776665,401578,3437,15,2026-06-28,Exequiel Palacios,FIWC,0,0,0,0,90
4776667_240306,4776667,240306,3300,985,2026-06-28,Bruno Fernandes,FIWC,0,0,0,0,90
4776665_849410,4776665,849410,3437,667,2026-06-28,Valentín Barco,FIWC,0,0,0,0,19
4776667_357147,4776667,357147,3300,985,2026-06-28,Diogo Dalot,FIWC,0,0,0,0,45
4776667_601883,4776667,601883,3300,281,2026-06-28,Matheus Nunes,FIWC,0,0,0,0,1
4776667_357153,4776667,357153,3300,720,2026-06-28,Diogo Costa,FIWC,0,0,0,0,90
4776668_727089,4776668,727089,3854,289,2026-06-28,Noah Sadiki,FIWC,1,0,0,0,90
4776668_388165,4776668,388165,3854,762,2026-06-28,Yoane Wissa,FIWC,0,0,2,0,90
4776667_805714,4776667,805714,3300,1050,2026-06-28,Renato Veiga,FIWC,0,0,0,0,90
4776667_670681,4776667,670681,3300,583,2026-06-28,João Neves,FIWC,0,0,0,0,45
4776667_616341,4776667,616341,3300,583,2026-06-28,Nuno Mendes,FIWC,0,0,0,0,90
4776667_735573,4776667,735573,3816,294,2026-06-28,Richard Ríos,FIWC,0,0,0,0,30
4776667_487469,4776667,487469,3300,583,2026-06-28,Vitinha,FIWC,0,0,0,0,70
4776667_487465,4776667,487465,3300,631,2026-06-28,Pedro Neto,FIWC,0,0,0,0,90
4776667_480692,4776667,480692,3816,27,2026-06-28,Luis Díaz,FIWC,0,0,0,0,90
4776667_462250,4776667,462250,3300,18544,2026-06-28,João Félix,FIWC,0,0,0,0,70
4776667_424784,4776667,424784,3816,336,2026-06-28,Luis Suárez,FIWC,0,0,0,0,30
4776667_357164,4776667,357164,3300,5,2026-06-28,Rafael Leão,FIWC,0,0,0,0,20
4776661_683840,4776661,683840,3375,131,2026-06-27,Pedri,FIWC,0,0,0,0,60
4776661_351478,4776661,351478,3375,681,2026-06-27,Mikel Oyarzabal,FIWC,0,0,0,0,76
4776661_572675,4776661,572675,3449,336,2026-06-27,Maxi Araújo,FIWC,0,0,0,0,90
4776661_568157,4776661,568157,3375,1050,2026-06-27,Yéremy Pino,FIWC,0,0,0,0,24
4776661_548111,4776661,548111,3375,13,2026-06-27,Álex Baena,FIWC,1,0,1,0,66
4776661_476701,4776661,476701,3449,985,2026-06-27,Manuel Ugarte,FIWC,0,0,0,0,45
4776661_398184,4776661,398184,3375,131,2026-06-27,Ferran Torres,FIWC,0,0,0,0,14
4776661_369081,4776661,369081,3449,418,2026-06-27,Federico Valverde,FIWC,0,0,0,0,57
4776661_357565,4776661,357565,3375,281,2026-06-27,Rodri,FIWC,0,0,0,0,90
4776659_435772,4776659,435772,3382,800,2026-06-27,Charles De Ketelaere,FIWC,0,0,0,0,85
4776661_350219,4776661,350219,3375,583,2026-06-27,Fabián Ruiz,FIWC,0,0,0,0,30
4776661_338424,4776661,338424,3375,11,2026-06-27,Mikel Merino,FIWC,0,0,0,0,60
4776661_293385,4776661,293385,3375,131,2026-06-27,Dani Olmo,FIWC,0,0,0,0,30
4776660_445939,4776660,445939,3672,281,2026-06-27,Omar Marmoush,FIWC,0,0,0,0,45
4776659_724129,4776659,724129,3382,1082,2026-06-27,Matias Fernandez-Pardo,FIWC,0,0,0,0,34
4776659_486049,4776659,486049,3382,281,2026-06-27,Jérémy Doku,FIWC,0,0,0,0,56
4776659_485706,4776659,485706,3382,405,2026-06-27,Amadou Onana,FIWC,0,0,0,0,18
4776659_249565,4776659,249565,3382,405,2026-06-27,Youri Tielemans,FIWC,0,0,0,0,85
4776661_937958,4776661,937958,3375,131,2026-06-27,Lamine Yamal,FIWC,0,0,0,0,76
4776661_709187,4776661,709187,3375,621,2026-06-27,Nico Williams,FIWC,0,0,0,0,14
4776661_284857,4776661,284857,3375,631,2026-06-27,Marc Cucurella,FIWC,0,0,0,0,90
4776661_962110,4776661,962110,3375,131,2026-06-27,Pau Cubarsí,FIWC,0,0,0,0,90
4776669_567576,4776669,567576,3299,703,2026-06-27,Elliot Anderson,FIWC,0,0,0,0,84
4776669_132098,4776669,132098,3299,27,2026-06-27,Harry Kane,FIWC,0,0,1,0,84
4776670_668207,4776670,668207,3556,46,2026-06-27,Petar Sučić,FIWC,0,0,1,0,90
4776670_583255,4776670,583255,3441,281,2026-06-27,Antoine Semenyo,FIWC,0,0,0,0,90
4776670_580451,4776670,580451,3556,1047,2026-06-27,Martin Baturina,FIWC,0,0,0,0,88
4776670_483046,4776670,483046,3556,27,2026-06-27,Josip Stanisic,FIWC,0,0,0,0,90
4776669_743413,4776669,743413,3299,281,2026-06-27,Nico O'Reilly,FIWC,0,0,0,0,90
4776669_632349,4776669,632349,3299,15,2026-06-27,Jarell Quansah,FIWC,1,0,0,0,63
4776669_581678,4776669,581678,3299,418,2026-06-27,Jude Bellingham,FIWC,0,0,1,1,71
4776670_475959,4776670,475959,3556,281,2026-06-27,Josko Gvardiol,FIWC,0,0,0,0,2
4776669_503987,4776669,503987,3299,11,2026-06-27,Noni Madueke,FIWC,0,0,0,0,27
4776669_483348,4776669,483348,3299,148,2026-06-27,Djed Spence,FIWC,0,0,0,0,27
4776669_479999,4776669,479999,3299,11,2026-06-27,Eberechi Eze,FIWC,0,0,0,0,19
4776669_433177,4776669,433177,3299,11,2026-06-27,Bukayo Saka,FIWC,0,0,0,1,63
4776669_413403,4776669,413403,3299,405,2026-06-27,Ezri Konsa,FIWC,0,0,0,0,90
4776669_392757,4776669,392757,3299,281,2026-06-27,Marc Guéhi,FIWC,0,0,0,0,90
4776669_324358,4776669,324358,3299,405,2026-06-27,Ollie Watkins,FIWC,0,0,0,0,6
4776669_503743,4776669,503743,3299,405,2026-06-27,Morgan Rogers,FIWC,0,0,0,0,90
4776669_258923,4776669,258923,3299,131,2026-06-27,Marcus Rashford,FIWC,0,0,0,0,90
4776663_357119,4776663,357119,3377,31,2026-06-26,Ibrahima Konaté,FIWC,0,0,0,0,14
4776658_866246,4776658,866246,3557,148,2026-06-26,Lucas Bergvall,FIWC,0,0,0,0,53
4776663_288230,4776663,288230,3377,583,2026-06-26,Ousmane Dembélé,FIWC,0,0,3,0,65
4776663_342229,4776663,342229,3377,418,2026-06-26,Kylian Mbappé,FIWC,0,0,0,2,87
4776663_344695,4776663,344695,3377,27,2026-06-26,Dayot Upamecano,FIWC,0,0,0,0,76
4776663_429983,4776663,429983,3440,543,2026-06-26,Jørgen Strand Larsen,FIWC,0,0,0,0,90
4776663_411975,4776663,411975,3377,131,2026-06-26,Jules Koundé,FIWC,0,0,0,0,87
4776663_413112,4776663,413112,3377,418,2026-06-26,Aurélien Tchouaméni,FIWC,1,0,0,1,90
4776663_420002,4776663,420002,3377,873,2026-06-26,Jean-Philippe Mateta,FIWC,0,0,0,0,3
4776658_583189,4776658,583189,3557,762,2026-06-26,Anthony Elanga,FIWC,0,0,1,0,90
4776663_434224,4776663,434224,3377,873,2026-06-26,Maxence Lacroix,FIWC,0,0,0,0,90
4776658_667287,4776658,667287,3557,1237,2026-06-26,Yasin Ayari,FIWC,0,0,0,0,90
4776657_330659,4776657,330659,3379,989,2026-06-26,Justin Kluivert,FIWC,0,0,0,0,18
4776658_349066,4776658,349066,3557,31,2026-06-26,Alexander Isak,FIWC,0,0,0,0,90
4776658_325443,4776658,325443,3557,11,2026-06-26,Viktor Gyökeres,FIWC,1,0,0,1,90
4776657_576314,4776657,576314,3379,1237,2026-06-26,Jan Paul van Hecke,FIWC,0,0,1,0,90
4776657_565093,4776657,565093,3379,1237,2026-06-26,Bart Verbruggen,FIWC,0,0,0,0,90
4776657_478573,4776657,478573,3379,31,2026-06-26,Ryan Gravenberch,FIWC,0,0,0,0,90
4776657_474701,4776657,474701,3379,379,2026-06-26,Crysencio Summerville,FIWC,0,0,0,0,18
4776657_473169,4776657,473169,3379,289,2026-06-26,Brian Brobbey,FIWC,0,0,1,0,77
4776657_460939,4776657,460939,3379,281,2026-06-26,Tijjani Reijnders,FIWC,0,0,0,1,72
4776657_434675,4776657,434675,3379,31,2026-06-26,Cody Gakpo,FIWC,0,0,0,0,84
4776663_607223,4776663,607223,3377,281,2026-06-26,Rayan Cherki,FIWC,0,0,0,0,25
4776657_326330,4776657,326330,3379,131,2026-06-26,Frenkie de Jong,FIWC,0,0,0,0,72
4776657_326029,4776657,326029,3379,12,2026-06-26,Donyell Malen,FIWC,0,0,0,0,72
4776657_321528,4776657,321528,3379,46,2026-06-26,Denzel Dumfries,FIWC,0,0,0,1,90
4776663_566723,4776663,566723,3377,27,2026-06-26,Michael Olise,FIWC,0,0,0,0,65
4776663_894914,4776663,894914,3440,23826,2026-06-26,Antonio Nusa,FIWC,0,0,0,0,7
4776663_620322,4776663,620322,3377,631,2026-06-26,Malo Gusto,FIWC,0,0,0,0,3
4776664_918969,4776664,918969,3499,162,2026-06-26,Lamine Camara,FIWC,0,0,0,1,57
4868900_996897,4868900,996897,3581,1237,2026-06-26,Diego Gómez,FIWC,1,0,0,0,90
4868900_660867,4868900,660867,3581,667,2026-06-26,Julio Enciso,FIWC,0,0,0,0,90
4868899_861410,4868899,861410,3381,418,2026-06-26,Arda Güler,FIWC,0,0,1,0,90
4868899_845654,4868899,845654,3381,506,2026-06-26,Kenan Yıldız,FIWC,0,0,0,0,84
4868899_816585,4868899,816585,3381,24,2026-06-26,Can Uzun,FIWC,0,0,0,1,6
4868899_627207,4868899,627207,3505,383,2026-06-26,Ricardo Pepi,FIWC,0,0,0,0,90
4868899_541537,4868899,541537,3381,141,2026-06-26,Barış Alper Yılmaz,FIWC,0,0,1,1,90
4776663_624690,4776663,624690,3377,12,2026-06-26,Manu Koné,FIWC,0,0,0,0,90
4868899_454567,4868899,454567,3381,114,2026-06-26,Orkun Kökçü,FIWC,0,0,0,1,88
4868899_332697,4868899,332697,3505,506,2026-06-26,Weston McKennie,FIWC,0,0,0,0,86
4868899_315779,4868899,315779,3505,5,2026-06-26,Christian Pulisic,FIWC,0,0,0,0,32
4868899_467437,4868899,467437,3505,15,2026-06-26,Malik Tillman,FIWC,0,0,0,0,4
4776664_876631,4776664,876631,3499,289,2026-06-26,Habib Diarra,FIWC,0,0,1,0,57
4776664_1061282,4776664,1061282,3499,1047,2026-06-26,Assane Diao,FIWC,0,0,0,0,9
4776664_776890,4776664,776890,3499,27,2026-06-26,Nicolas Jackson,FIWC,0,0,0,0,33
4776663_670103,4776663,670103,3440,294,2026-06-26,Andreas Schjelderup,FIWC,0,0,0,1,83
4776663_708265,4776663,708265,3377,583,2026-06-26,Bradley Barcola,FIWC,0,0,0,1,25
4776663_914562,4776663,914562,3377,583,2026-06-26,Désiré Doué,FIWC,0,0,1,0,90
4776663_661207,4776663,661207,3440,281,2026-06-26,Oscar Bobb,FIWC,0,0,0,0,83
4776664_1185888,4776664,1185888,3499,583,2026-06-26,Ibrahim Mbaye,FIWC,0,0,0,0,57
4776664_410225,4776664,410225,3499,873,2026-06-26,Ismaïla Sarr,FIWC,0,0,1,1,81
4776664_485963,4776664,485963,3499,1050,2026-06-26,Pape Gueye,FIWC,1,0,2,1,33
4776664_623570,4776664,623570,3499,29,2026-06-26,Iliman Ndiaye,FIWC,0,0,1,1,33
4776655_598577,4776655,598577,3262,31,2026-06-25,Florian Wirtz,FIWC,0,0,0,1,73
4776648_557149,4776648,557149,3589,583,2026-06-25,Kang-in Lee,FIWC,0,0,0,0,90
4776655_161056,4776655,161056,3262,27,2026-06-25,Joshua Kimmich,FIWC,0,0,0,0,60
4776655_309400,4776655,309400,3262,11,2026-06-25,Kai Havertz,FIWC,0,0,0,0,60
4776655_318204,4776655,318204,3262,23826,2026-06-25,David Raum,FIWC,0,0,0,0,90
4776655_406640,4776655,406640,3262,16,2026-06-25,Felix Nmecha,FIWC,0,0,0,0,64
4776655_443710,4776655,443710,3262,79,2026-06-25,Angelo Stiller,FIWC,0,0,0,0,45
4776655_521964,4776655,521964,3262,762,2026-06-25,Malick Thiaw,FIWC,0,0,0,0,30
4776655_578392,4776655,578392,3262,16,2026-06-25,Maximilian Beier,FIWC,0,0,0,0,26
4776655_580195,4776655,580195,3262,27,2026-06-25,Jamal Musiala,FIWC,0,0,0,0,90
4776655_196357,4776655,196357,3262,27,2026-06-25,Jonathan Tah,FIWC,0,0,0,0,90
4776655_659813,4776655,659813,5750,11,2026-06-25,Piero Hincapié,FIWC,1,0,0,0,71
4776655_687626,4776655,687626,5750,631,2026-06-25,Moisés Caicedo,FIWC,0,0,0,0,90
4776655_792380,4776655,792380,3262,27,2026-06-25,Aleksandar Pavlovic,FIWC,1,0,0,0,45
4776655_893661,4776655,893661,5750,2282,2026-06-25,Joel Ordóñez,FIWC,0,0,0,0,90
4776656_1067904,4776656,1067904,3591,533,2026-06-25,Bazoumana Touré,FIWC,0,0,0,0,23
4776656_1390649,4776656,1390649,3591,23826,2026-06-25,Yan Diomande,FIWC,0,0,0,1,67
4776656_536835,4776656,536835,3591,985,2026-06-25,Amad Diallo,FIWC,0,0,0,0,45
4776655_661171,4776655,661171,5750,583,2026-06-25,Willian Pacho,FIWC,0,0,0,0,90
4776656_827734,4776656,827734,3591,46,2026-06-25,Ange-Yoan Bonny,FIWC,0,0,0,0,67
4776656_974982,4776656,974982,3591,336,2026-06-25,Ousmane Diomande,FIWC,0,0,0,0,90
4776646_475959,4776646,475959,3556,281,2026-06-24,Josko Gvardiol,FIWC,0,0,0,0,45
4776649_533738,4776649,533738,3510,506,2026-06-24,Jonathan David,FIWC,0,0,0,0,90
4776649_365108,4776649,365108,3384,703,2026-06-24,Dan Ndoye,FIWC,0,0,0,0,10
4776649_257814,4776649,257814,3384,16,2026-06-24,Gregor Kobel,FIWC,0,0,0,0,90
4776646_668207,4776646,668207,3556,46,2026-06-24,Petar Sučić,FIWC,1,0,0,0,18
4776646_483046,4776646,483046,3556,27,2026-06-24,Josip Stanisic,FIWC,0,0,0,1,90
4776644_388165,4776644,388165,3854,762,2026-06-24,Yoane Wissa,FIWC,0,0,0,0,90
4776644_735573,4776644,735573,3816,294,2026-06-24,Richard Ríos,FIWC,0,0,0,0,13
4776644_727089,4776644,727089,3854,289,2026-06-24,Noah Sadiki,FIWC,0,0,0,0,45
4776644_480692,4776644,480692,3816,27,2026-06-24,Luis Díaz,FIWC,0,0,0,0,90
4776644_424784,4776644,424784,3816,336,2026-06-24,Luis Suárez,FIWC,0,0,0,0,58
4776651_1012564,4776651,1012564,3439,989,2026-06-24,Rayan,FIWC,0,0,0,1,82
4776649_927353,4776649,927353,3384,60,2026-06-24,Johan Manzambi,FIWC,0,0,1,1,85
4776646_580451,4776646,580451,3556,1047,2026-06-24,Martin Baturina,FIWC,0,0,0,0,90
4776651_181767,4776651,181767,3439,583,2026-06-24,Marquinhos,FIWC,0,0,0,0,90
4776651_655488,4776651,655488,3439,11,2026-06-24,Gabriel Martinelli,FIWC,0,0,0,0,24
4776651_315969,4776651,315969,3380,6195,2026-06-24,Scott McTominay,FIWC,0,0,0,0,90
4776652_702869,4776652,702869,3575,383,2026-06-24,Ismael Saibari,FIWC,0,0,1,0,70
4776652_398073,4776652,398073,3575,583,2026-06-24,Achraf Hakimi,FIWC,0,0,1,1,90
4776652_314678,4776652,314678,3575,418,2026-06-24,Brahim Díaz,FIWC,0,0,0,0,70
4776651_971570,4776651,971570,3439,418,2026-06-24,Endrick,FIWC,0,0,0,0,8
4776652_654982,4776652,654982,3575,79,2026-06-24,Bilal El Khannouss,FIWC,0,0,0,0,90
4776651_520624,4776651,520624,3439,762,2026-06-24,Bruno Guimarães,FIWC,0,0,0,2,90
4776651_517894,4776651,517894,3439,985,2026-06-24,Matheus Cunha,FIWC,0,0,1,0,76
4776651_444523,4776651,444523,3439,379,2026-06-24,Lucas Paquetá,FIWC,0,0,0,0,66
4776651_435338,4776651,435338,3439,11,2026-06-24,Gabriel,FIWC,0,0,0,0,90
4776651_371998,4776651,371998,3439,418,2026-06-24,Vinicius Junior,FIWC,0,0,2,0,90
4776643_412669,4776643,412669,3300,336,2026-06-23,Francisco Trincão,FIWC,0,0,0,0,26
4776640_776890,4776640,776890,3499,27,2026-06-23,Nicolas Jackson,FIWC,0,0,0,1,90
4776643_357164,4776643,357164,3300,5,2026-06-23,Rafael Leão,FIWC,0,0,1,0,7
4776643_357153,4776643,357153,3300,720,2026-06-23,Diogo Costa,FIWC,0,0,0,0,90
4776643_258004,4776643,258004,3300,281,2026-06-23,Rúben Dias,FIWC,0,0,0,0,90
4776643_240306,4776643,240306,3300,985,2026-06-23,Bruno Fernandes,FIWC,0,0,0,1,90
4776642_905011,4776642,905011,3614,15,2026-06-23,Ibrahim Maza,FIWC,0,0,0,0,90
4776642_578391,4776642,578391,3614,281,2026-06-23,Rayan Aït-Nouri,FIWC,0,0,0,0,85
4776642_418659,4776642,418659,3614,244,2026-06-23,Amine Gouiri,FIWC,0,0,1,0,86
4776640_918969,4776640,918969,3499,162,2026-06-23,Lamine Camara,FIWC,0,0,0,0,63
4776640_894914,4776640,894914,3440,23826,2026-06-23,Antonio Nusa,FIWC,0,0,0,0,71
4776640_410225,4776640,410225,3499,873,2026-06-23,Ismaïla Sarr,FIWC,0,0,2,0,90
4776640_670103,4776640,670103,3440,294,2026-06-23,Andreas Schjelderup,FIWC,0,0,0,0,19
4776640_661207,4776640,661207,3440,281,2026-06-23,Oscar Bobb,FIWC,0,0,0,0,6
4776640_568693,4776640,568693,3499,148,2026-06-23,Pape Matar Sarr,FIWC,0,0,0,0,18
4776640_485963,4776640,485963,3499,1050,2026-06-23,Pape Gueye,FIWC,0,0,0,0,54
4776640_1111589,4776640,1111589,3499,379,2026-06-23,El Hadji Malick Diouf,FIWC,0,0,0,0,54
4776640_370789,4776640,370789,3440,16,2026-06-23,Julian Ryerson,FIWC,0,0,0,0,13
4776640_333014,4776640,333014,3440,931,2026-06-23,Sander Berge,FIWC,0,0,0,0,90
4776640_316264,4776640,316264,3440,11,2026-06-23,Martin Ødegaard,FIWC,0,0,0,1,90
4776640_1185888,4776640,1185888,3499,583,2026-06-23,Ibrahim Mbaye,FIWC,0,0,0,0,36
4776643_487465,4776643,487465,3300,631,2026-06-23,Pedro Neto,FIWC,0,0,0,0,45
4776643_462250,4776643,462250,3300,18544,2026-06-23,João Félix,FIWC,0,0,0,0,64
4776640_418560,4776640,418560,3440,281,2026-06-23,Erling Haaland,FIWC,0,0,2,0,90
4776643_487469,4776643,487469,3300,583,2026-06-23,Vitinha,FIWC,0,0,0,0,83
4776645_472423,4776645,472423,3299,631,2026-06-23,Reece James,FIWC,0,0,0,0,90
4776643_487474,4776643,487474,3300,506,2026-06-23,Francisco Conceição,FIWC,0,0,0,0,45
4776645_743413,4776645,743413,3299,281,2026-06-23,Nico O'Reilly,FIWC,0,0,0,0,24
4776645_583255,4776645,583255,3441,281,2026-06-23,Antoine Semenyo,FIWC,0,0,0,0,90
4776645_581678,4776645,581678,3299,418,2026-06-23,Jude Bellingham,FIWC,0,0,0,0,73
4776645_567576,4776645,567576,3299,703,2026-06-23,Elliot Anderson,FIWC,0,0,0,0,74
4776645_503987,4776645,503987,3299,11,2026-06-23,Noni Madueke,FIWC,0,0,0,0,83
4776645_503733,4776645,503733,3299,762,2026-06-23,Anthony Gordon,FIWC,0,0,0,0,65
4776645_483348,4776645,483348,3299,148,2026-06-23,Djed Spence,FIWC,0,0,0,0,66
4776645_479999,4776645,479999,3299,11,2026-06-23,Eberechi Eze,FIWC,0,0,0,0,16
4776645_503743,4776645,503743,3299,405,2026-06-23,Morgan Rogers,FIWC,0,0,0,0,17
4776645_433177,4776645,433177,3299,11,2026-06-23,Bukayo Saka,FIWC,0,0,0,0,25
4776645_132098,4776645,132098,3299,27,2026-06-23,Harry Kane,FIWC,0,0,0,0,90
4776645_413403,4776645,413403,3299,405,2026-06-23,Ezri Konsa,FIWC,0,0,0,0,90
4776643_670681,4776643,670681,3300,583,2026-06-23,João Neves,FIWC,0,0,0,0,76
4776643_763079,4776643,763079,3563,281,2026-06-23,Abdukodir Khusanov,FIWC,0,0,0,0,90
4776643_805714,4776643,805714,3300,1050,2026-06-23,Renato Veiga,FIWC,1,0,0,0,90
4776643_616341,4776643,616341,3300,583,2026-06-23,Nuno Mendes,FIWC,0,0,1,0,90
4776645_258923,4776645,258923,3299,131,2026-06-23,Marcus Rashford,FIWC,0,0,0,0,7
4776645_357662,4776645,357662,3299,11,2026-06-23,Declan Rice,FIWC,1,0,0,0,90
4776645_392757,4776645,392757,3299,281,2026-06-23,Marc Guéhi,FIWC,0,0,0,0,90
4776639_624690,4776639,624690,3377,12,2026-06-22,Manu Koné,FIWC,0,0,0,0,90
4776636_445939,4776636,445939,3672,281,2026-06-22,Omar Marmoush,FIWC,0,0,0,0,76
4776639_288230,4776639,288230,3377,583,2026-06-22,Ousmane Dembélé,FIWC,0,0,1,1,68
4776639_318528,4776639,318528,3377,46,2026-06-22,Marcus Thuram,FIWC,0,0,0,0,1
4776639_342229,4776639,342229,3377,418,2026-06-22,Kylian Mbappé,FIWC,0,0,2,0,90
4776639_344695,4776639,344695,3377,27,2026-06-22,Dayot Upamecano,FIWC,0,0,0,0,90
4776639_411975,4776639,411975,3377,131,2026-06-22,Jules Koundé,FIWC,0,0,0,0,83
4776639_495666,4776639,495666,3377,11,2026-06-22,William Saliba,FIWC,0,0,0,0,90
4776639_566723,4776639,566723,3377,27,2026-06-22,Michael Olise,FIWC,0,0,0,2,68
4776639_607223,4776639,607223,3377,281,2026-06-22,Rayan Cherki,FIWC,0,0,0,0,22
4776639_620322,4776639,620322,3377,631,2026-06-22,Malo Gusto,FIWC,0,0,0,0,7
4776641_404950,4776641,404950,3383,23826,2026-06-22,Nicolas Seiwald,FIWC,0,0,0,0,90
4776639_708265,4776639,708265,3377,583,2026-06-22,Bradley Barcola,FIWC,0,0,0,0,83
4776639_914562,4776639,914562,3377,583,2026-06-22,Désiré Doué,FIWC,0,0,0,0,22
4776641_223967,4776641,223967,3383,27,2026-06-22,Konrad Laimer,FIWC,1,0,0,0,90
4776641_355915,4776641,355915,3437,148,2026-06-22,Cristian Romero,FIWC,0,0,0,0,57
4776641_406625,4776641,406625,3437,46,2026-06-22,Lautaro Martínez,FIWC,0,0,0,0,65
4776641_480762,4776641,480762,3437,985,2026-06-22,Lisandro Martínez,FIWC,0,0,0,0,90
4776641_534033,4776641,534033,3437,31,2026-06-22,Alexis Mac Allister,FIWC,0,0,0,0,90
4776641_576024,4776641,576024,3437,13,2026-06-22,Julián Alvarez,FIWC,0,0,0,0,26
4776641_648195,4776641,648195,3437,631,2026-06-22,Enzo Fernández,FIWC,0,0,0,0,90
4776639_745200,4776639,745200,3377,162,2026-06-22,Maghnes Akliouche,FIWC,0,0,0,0,7
4776635_249565,4776635,249565,3382,405,2026-06-21,Youri Tielemans,FIWC,0,0,0,0,90
4776637_338424,4776637,338424,3375,11,2026-06-21,Mikel Merino,FIWC,0,0,0,0,29
4776637_293385,4776637,293385,3375,131,2026-06-21,Dani Olmo,FIWC,0,0,0,1,61
4776637_284857,4776637,284857,3375,631,2026-06-21,Marc Cucurella,FIWC,0,0,0,1,90
4776635_724129,4776635,724129,3382,1082,2026-06-21,Matias Fernandez-Pardo,FIWC,0,0,0,0,3
4776635_548254,4776635,548254,3382,1082,2026-06-21,Nathan Ngoy,FIWC,0,0,0,0,66
4776632_661171,4776632,661171,5750,583,2026-06-21,Willian Pacho,FIWC,0,0,0,0,90
4776634_668606,4776634,668606,3435,60,2026-06-21,Yuito Suzuki,FIWC,0,0,0,0,12
4776634_643574,4776634,643574,3435,39,2026-06-21,Kaishu Sano,FIWC,0,0,0,1,90
4776632_659813,4776632,659813,5750,11,2026-06-21,Piero Hincapié,FIWC,0,0,0,0,90
4776632_687626,4776632,687626,5750,631,2026-06-21,Moisés Caicedo,FIWC,0,0,0,0,90
4776637_351478,4776637,351478,3375,681,2026-06-21,Mikel Oyarzabal,FIWC,0,0,2,1,45
4776637_350219,4776637,350219,3375,583,2026-06-21,Fabián Ruiz,FIWC,0,0,0,0,20
4776638_369081,4776638,369081,3449,418,2026-06-21,Federico Valverde,FIWC,0,0,0,0,90
4776637_357565,4776637,357565,3375,281,2026-06-21,Rodri,FIWC,0,0,0,0,90
4776637_548111,4776637,548111,3375,13,2026-06-21,Álex Baena,FIWC,0,0,0,0,61
4776637_553875,4776637,553875,3375,148,2026-06-21,Pedro Porro,FIWC,0,0,0,0,90
4776637_568157,4776637,568157,3375,1050,2026-06-21,Yéremy Pino,FIWC,0,0,0,0,45
4776637_683840,4776637,683840,3375,131,2026-06-21,Pedri,FIWC,0,0,0,0,70
4776637_709187,4776637,709187,3375,621,2026-06-21,Nico Williams,FIWC,0,0,0,0,29
4776637_937958,4776637,937958,3375,131,2026-06-21,Lamine Yamal,FIWC,0,0,1,0,45
4776637_962110,4776637,962110,3375,131,2026-06-21,Pau Cubarsí,FIWC,0,0,0,0,90
4776638_476701,4776638,476701,3449,985,2026-06-21,Manuel Ugarte,FIWC,0,0,0,0,70
4776638_572675,4776638,572675,3449,336,2026-06-21,Maxi Araújo,FIWC,0,0,1,1,81
4776637_398184,4776637,398184,3375,131,2026-06-21,Ferran Torres,FIWC,0,0,0,0,45
4776631_500689,4776631,500689,3591,873,2026-06-20,Evann Guessand,FIWC,0,0,0,0,15
4776631_161056,4776631,161056,3262,27,2026-06-20,Joshua Kimmich,FIWC,0,0,0,0,90
4776631_196357,4776631,196357,3262,27,2026-06-20,Jonathan Tah,FIWC,0,0,0,0,90
4776631_309400,4776631,309400,3262,11,2026-06-20,Kai Havertz,FIWC,0,0,0,0,85
4776631_406640,4776631,406640,3262,16,2026-06-20,Felix Nmecha,FIWC,0,0,0,1,90
4776631_648779,4776631,648779,3591,141,2026-06-20,Wilfried Singo,FIWC,0,0,0,0,82
4776631_518505,4776631,518505,3262,79,2026-06-20,Jamie Leweling,FIWC,0,0,0,0,30
4776631_536835,4776631,536835,3591,985,2026-06-20,Amad Diallo,FIWC,0,0,0,0,75
4776631_580195,4776631,580195,3262,27,2026-06-20,Jamal Musiala,FIWC,0,0,0,0,60
4776631_598577,4776631,598577,3262,31,2026-06-20,Florian Wirtz,FIWC,0,0,0,0,90
